Hall,Category,Time,Dish,Calories,Serving Size
Curtis,Light Lunch,(2:30pm-4pm),Rainbow Sherbet,170,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Mint Chocolate Chip Ice Cream,260,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Orange Pineapple Ice Cream,240,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Birthday Cake Ice Cream,280,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Strawberry Ice Cream,230,1 serving
Curtis,Light Lunch,(2:30pm-4pm),Strawberry Cheesecake Ice Cream,260,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Summertime Peach Ice Cream,240,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Triple Chocolate Chunk Ice Cream,320,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Banana Cream Pie Ice Cream,270,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Coffee Ice Cream,190,1 serving
Curtis,Light Lunch,(2:30pm-4pm),Pumpkin Pie Ice Cream,260,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Campfire S'mores Ice Cream,340,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Raspberry Fudge Cordial Ice Cream,290,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Cotton Candy Ice,180,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Pretzel Sticks,0,1 serving
Curtis,Light Lunch,(2:30pm-4pm),Mini Marshmallow,20,2 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Rainbow Sprinkles,60,1 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Chocolate Chips,100,2 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Graham Cracker Crumbs,30,1 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Oreo Cookie Crumbs,70,2 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Hershey's Chocolate Syrup,180,2 floz
Curtis,Light Lunch,(2:30pm-4pm),Caramel  Sauce,100,1 floz
Curtis,Light Lunch,(2:30pm-4pm),M&M's Pieces,0,1 oz
Curtis,Light Lunch,(2:30pm-4pm),Sugar Waffle Cone,0,1 each
Curtis,Light Lunch,(2:30pm-4pm),White Rice,120,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Brown Rice,110,0.5 cup
Curtis,Light Lunch,(2:30pm-4pm),Furikake Seasoning,10,1 tsp
Curtis,Light Lunch,(2:30pm-4pm),Togarashi,25,1 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Tuxedo Sesame Seeds,0,1 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Nori Sheets,10,1 serving
Curtis,Light Lunch,(2:30pm-4pm),Tamari Soy Sauce,10,1 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Chili Oil,140,1 tbsp
Curtis,Light Lunch,(2:30pm-4pm),Rice Vinegar & Soy Sauce Oil,50,1 floz
Curtis,Dinner,(4:30pm-8pm),Chipotle Orange Chicken,210,2 piece
Curtis,Dinner,(4:30pm-8pm),Zucchini & Yellow Squash Saute,70,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Cilantro-Lime Cauliflower Rice,70,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Grilled Seasoned Chicken Breast,270,1 each
Curtis,Dinner,(4:30pm-8pm),Beef Hot Dog,330,1 each
Curtis,Dinner,(4:30pm-8pm),Hot Dog Bun,170,1 each
Curtis,Dinner,(4:30pm-8pm),Diced Yellow Onions,10,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Yellow Mustard,0,1 tsp
Curtis,Dinner,(4:30pm-8pm),Shredded Cheddar Cheese,120,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Pickled Jalapeno,15,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Crispy Tater Tots,180,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Grilled Cheese Sandwich,500,1 each
Curtis,Dinner,(4:30pm-8pm),Sautéed Mushrooms & Zucchini,60,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Roasted Broccoli,40,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Citrus Braised Pork,400,3 oz
Curtis,Dinner,(4:30pm-8pm),Jerk Tofu,140,3 oz
Curtis,Dinner,(4:30pm-8pm),Baked Plantain,270,4 each
Curtis,Dinner,(4:30pm-8pm),Brown Rice & Quinoa Mixed,120,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Brown Rice & Quinoa Mixed,120,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Penne Alfredo,360,1 cup
Curtis,Dinner,(4:30pm-8pm),Baked Penne Marinara & Cheese,330,1 serving
Curtis,Dinner,(4:30pm-8pm),Sliced Turkey Breast,80,3 oz
Curtis,Dinner,(4:30pm-8pm),Cherrywood Ham,110,3 oz
Curtis,Dinner,(4:30pm-8pm),Sliced Salami,120,3 slice
Curtis,Dinner,(4:30pm-8pm),Pepperoni,140,1 serving
Curtis,Dinner,(4:30pm-8pm),Cheddar Cheese,60,1 slice
Curtis,Dinner,(4:30pm-8pm),Sliced Provolone Cheese,80,1 slice
Curtis,Dinner,(4:30pm-8pm),Sliced Pepperjack Cheese,60,1 slice
Curtis,Dinner,(4:30pm-8pm),Sliced Swiss Cheese,30,1 slice
Curtis,Dinner,(4:30pm-8pm),Leaf Lettuce,0,1 leaf
Curtis,Dinner,(4:30pm-8pm),Sliced Tomatoes,10,2 slice
Curtis,Dinner,(4:30pm-8pm),Sliced Red Onions,10,0.5 oz
Curtis,Dinner,(4:30pm-8pm),Sliced Cucumber,10,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Sliced Bell Peppers,10,1 oz
Curtis,Dinner,(4:30pm-8pm),Baby Spinach,15,1 cup
Curtis,Dinner,(4:30pm-8pm),Shredded Carrots,15,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Banana Peppers,0,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Sliced Black Olives,0,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Bread & Butter Pickles,140,2 oz
Curtis,Dinner,(4:30pm-8pm),Kosher Pickle Spears,0,1 each
Curtis,Dinner,(4:30pm-8pm),Chipotle Mayonnaise,220,1 floz
Curtis,Dinner,(4:30pm-8pm),Pesto Aioli,200,1 floz
Curtis,Dinner,(4:30pm-8pm),Dijon Mustard,20,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Mayonnaise,110,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Salt & Pepper Potato Chips,270,1.5 oz
Curtis,Dinner,(4:30pm-8pm),White Bread,0,
Curtis,Dinner,(4:30pm-8pm),Whole Wheat Bread,80,
Curtis,Dinner,(4:30pm-8pm),Ciabatta Roll,380,1 each
Curtis,Dinner,(4:30pm-8pm),Flour Tortilla,290,1 each
Curtis,Dinner,(4:30pm-8pm),Spinach Wrap,340,1 each
Curtis,Dinner,(4:30pm-8pm),Wheat Wrap,290,1 each
Curtis,Dinner,(4:30pm-8pm),Udi's Soft White Sandwich Bread,150,1 slice
Curtis,Dinner,(4:30pm-8pm),Udi's GF Multigrain Bread,140,1 slice
Curtis,Dinner,(4:30pm-8pm),Hearty Lentil and Potato Soup,100,6 floz
Curtis,Dinner,(4:30pm-8pm),Golden Raisins,130,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Dried Cranberries,70,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Goldfish (R) Crackers,40,15 pieces
Curtis,Dinner,(4:30pm-8pm),Housemade Seasoned Croutons,150,1 oz
Curtis,Dinner,(4:30pm-8pm),Tomato Basil Soup,100,8 floz
Curtis,Dinner,(4:30pm-8pm),Romaine Lettuce,15,1 cup
Curtis,Dinner,(4:30pm-8pm),Field Greens,15,2 oz
Curtis,Dinner,(4:30pm-8pm),Grape Tomatoes,15,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Shredded Carrots,15,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Sliced Red Onions,15,1 oz
Curtis,Dinner,(4:30pm-8pm),Sliced Cucumber,10,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Cauliflower Florets,30,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Broccoli Florets,15,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Shredded Cheddar Cheese,120,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Feta Cheese,90,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Roasted Tofu,210,4 oz
Curtis,Dinner,(4:30pm-8pm),Diced Grilled Chicken,140,3 oz
Curtis,Dinner,(4:30pm-8pm),Hard-Boiled Eggs,60,1 egg
Curtis,Dinner,(4:30pm-8pm),Ranch Dressing,160,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Orange Balsamic Vinaigrette,160,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Italian Vinaigrette,130,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Honey Mustard Dressing,140,2 floz
Curtis,Dinner,(4:30pm-8pm),Cantaloupe,30,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Nonfat Vanilla Greek Yogurt,90,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Cottage Cheese,90,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Pineapple,25,0.25 cup
Curtis,Dinner,(4:30pm-8pm),Red & Green Grapes,60,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Cantaloupe,30,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Cinnamon Brown Sugar Granola,370,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Pumpkin Seeds,160,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Chia Seeds,70,1.5 tbsp
Curtis,Dinner,(4:30pm-8pm),Sliced Black Olives,0,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Plain Bagel,230,
Curtis,Dinner,(4:30pm-8pm),Everything Bagel,310,1 each
Curtis,Dinner,(4:30pm-8pm),Blueberry Bagel,240,
Curtis,Dinner,(4:30pm-8pm),Cinnamon Raisin Bagel,230,
Curtis,Dinner,(4:30pm-8pm),Whole Wheat Bread,80,
Curtis,Dinner,(4:30pm-8pm),White Bread,0,
Curtis,Dinner,(4:30pm-8pm),English Muffin,110,
Curtis,Dinner,(4:30pm-8pm),Made Without Gluten Bread,80,
Curtis,Dinner,(4:30pm-8pm),Made without Gluten Bagel,260,
Curtis,Dinner,(4:30pm-8pm),Cream Cheese,100,1 oz
Curtis,Dinner,(4:30pm-8pm),Sun Butter,100,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Peanut Butter,0,1 each
Curtis,Dinner,(4:30pm-8pm),Grape Jelly,50,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Strawberry Jelly,50,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Butter,100,1 tbsp
Curtis,Dinner,(4:30pm-8pm),2% Milk,130,8 floz
Curtis,Dinner,(4:30pm-8pm),Chocolate Milk,0,8 floz
Curtis,Dinner,(4:30pm-8pm),Chocolate Peamilk,140,1 cup
Curtis,Dinner,(4:30pm-8pm),Oatmilk,130,1 cup
Curtis,Dinner,(4:30pm-8pm),Soymilk,0,1 cup
Curtis,Dinner,(4:30pm-8pm),Rice Chex Cereal,120,1 cup
Curtis,Dinner,(4:30pm-8pm),Fruit Loops Cereal,120,
Curtis,Dinner,(4:30pm-8pm),Apple Jacks Cereal,170,1 cup
Curtis,Dinner,(4:30pm-8pm),Cocoa Puffs,140,1 cup
Curtis,Dinner,(4:30pm-8pm),Cinnamon Toast Crunch Cereal,170,1 cup
Curtis,Dinner,(4:30pm-8pm),Frosted Flakes,150,
Curtis,Dinner,(4:30pm-8pm),Double Chocolate Chip Cookie,170,1 serving
Curtis,Dinner,(4:30pm-8pm),Oatmeal Raisin Cookie,60,1 each
Curtis,Dinner,(4:30pm-8pm),Chocolate Chip Coconut Pecan Bar,260,1 each
Curtis,Dinner,(4:30pm-8pm),Lemon Curd Cake,520,1 slice
Curtis,Dinner,(4:30pm-8pm),Vanilla Ice Cream,260,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Chocolate Ice Cream,220,0.66 cup
Curtis,Dinner,(4:30pm-8pm),Cookies & Cream Ice Cream,260,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Rainbow Sherbet,170,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Mint Chocolate Chip Ice Cream,260,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Orange Pineapple Ice Cream,240,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Birthday Cake Ice Cream,280,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Strawberry Ice Cream,230,1 serving
Curtis,Dinner,(4:30pm-8pm),Strawberry Cheesecake Ice Cream,260,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Summertime Peach Ice Cream,240,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Triple Chocolate Chunk Ice Cream,320,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Banana Cream Pie Ice Cream,270,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Coffee Ice Cream,190,1 serving
Curtis,Dinner,(4:30pm-8pm),Pumpkin Pie Ice Cream,260,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Campfire S'mores Ice Cream,340,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Raspberry Fudge Cordial Ice Cream,290,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Cotton Candy Ice,180,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Pretzel Sticks,0,1 serving
Curtis,Dinner,(4:30pm-8pm),Mini Marshmallow,20,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Rainbow Sprinkles,60,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Chocolate Chips,100,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Graham Cracker Crumbs,30,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Oreo Cookie Crumbs,70,2 tbsp
Curtis,Dinner,(4:30pm-8pm),Hershey's Chocolate Syrup,180,2 floz
Curtis,Dinner,(4:30pm-8pm),Caramel  Sauce,100,1 floz
Curtis,Dinner,(4:30pm-8pm),M&M's Pieces,0,1 oz
Curtis,Dinner,(4:30pm-8pm),Sugar Waffle Cone,0,1 each
Curtis,Dinner,(4:30pm-8pm),White Rice,120,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Brown Rice,110,0.5 cup
Curtis,Dinner,(4:30pm-8pm),Furikake Seasoning,10,1 tsp
Curtis,Dinner,(4:30pm-8pm),Togarashi,25,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Tuxedo Sesame Seeds,0,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Nori Sheets,10,1 serving
Curtis,Dinner,(4:30pm-8pm),Tamari Soy Sauce,10,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Chili Oil,140,1 tbsp
Curtis,Dinner,(4:30pm-8pm),Rice Vinegar & Soy Sauce Oil,50,1 floz
