Hall,Category,Time,Dish,Calories,Serving Size,Station,FinalStation,Role
Curtis,Breakfast,(7:30am-10:30am),Just Egg,60,0.5 cup,made to order omelets,byo_breakfast,protein
Curtis,Breakfast,(7:30am-10:30am),Shredded Cheddar Cheese,120,0.25 cup,made to order omelets,byo_breakfast,extra
Curtis,Breakfast,(7:30am-10:30am),Diced Ham,30,1 oz,made to order omelets,byo_breakfast,protein
Curtis,Breakfast,(7:30am-10:30am),Diced Yellow Onion,15,1 oz,made to order omelets,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Chopped Fresh Spinach,10,1 cup,made to order omelets,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Sliced Mushrooms,0,0.25 cup,made to order omelets,byo_breakfast,veg
Curtis,Breakfast,(7:30am-10:30am),Diced Mixed Bell Peppers,10,0.25 cup,made to order omelets,byo_breakfast,veg
Curtis,Breakfast,(7:30am-10:30am),Diced Tomatoes,0,1 floz,made to order omelets,byo_breakfast,veg
Curtis,Breakfast,(7:30am-10:30am),Fresh Sliced Jalapenos,10,1 oz,made to order omelets,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Whole Wheat Bread,80,,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),White Bread,150,1 slice,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Made Without Gluten Bread,150,1 slice,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Plain Bagel,0,,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Blueberry Bagel,320,,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Everything Bagel,310,1 each,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Sesame Bagel,0,1 each,toasted,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Butter,100,1 tbsp,toasted,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Sun Butter,100,1 tbsp,toasted,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Peanut Butter,120,1 each,toasted,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Strawberry Jelly,50,1 tbsp,toasted,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Grape Jelly,0,1 tbsp,toasted,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Whipped Cream Cheese,100,1 oz,toasted,byo_breakfast,extra
Curtis,Breakfast,(7:30am-10:30am),Golden Malted Waffle,130,1 serving,waffle bar,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,waffle bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Rainbow Sprinkles,50,1 tbsp,waffle bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),2% Milk,130,8 floz,milks & cereals,dessert_beverage,beverage
Curtis,Breakfast,(7:30am-10:30am),Soy Milk,110,8 floz,milks & cereals,dessert_beverage,beverage
Curtis,Breakfast,(7:30am-10:30am),Oat Milk,140,1 cup,milks & cereals,dessert_beverage,beverage
Curtis,Breakfast,(7:30am-10:30am),Chocolate Peamilk,140,1 cup,milks & cereals,dessert_beverage,beverage
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Toast Crunch Cereal,170,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Rice Chex Cereal,160,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Cheerios Cereal,80,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Froot Loops Cereal,120,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Rice Krispies,110,1 cup,milks & cereals,dessert_beverage,dessert
Curtis,Breakfast,(7:30am-10:30am),Cocoa Puffs,140,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Raisin Bran Cereal,200,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Apple Jacks Cereal,170,1 cup,milks & cereals,dessert_beverage,topping
Curtis,Breakfast,(7:30am-10:30am),Brewed Coffee,0,8 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Hot Chocolate,0,1 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Apple Juice,0,8 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Orange Juice,100,8 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Cranberry Juice,0,8 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Oatmilk,130,1 cup,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Oatly Oat Milk,110,6 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Half & Half,0,,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),2% Milk,130,8 floz,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Assorted Sugar Packets,0,,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Vanilla Syrup,0,,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Caramel Syrup,0,,cafe,unknown,unknown
Curtis,Breakfast,(7:30am-10:30am),Whole Milk,140,8 floz,cafe,unknown,unknown
Curtis,Lunch,(11am-2:30pm),Mojo Pork,180,3 oz,entree,byo_bowl,protein
Curtis,Lunch,(11am-2:30pm),Roasted Citrus Honey Red Potatoes,100,0.5 cup,entree,byo_bowl,base
Curtis,Lunch,(11am-2:30pm),Roasted Asparagus,50,0.5 cup,entree,byo_bowl,unknown
Curtis,Lunch,(11am-2:30pm),Persian-Style Carrots,90,0.5 cup,entree,byo_bowl,veg
Curtis,Lunch,(11am-2:30pm),Herb Roasted Chicken,100,1 each,allgood,byo_bowl,protein
Curtis,Lunch,(11am-2:30pm),Israeli Brown Rice Pilaf,130,0.5 cup,allgood,byo_bowl,base
Curtis,Lunch,(11am-2:30pm),Green Beans & Peppers,90,0.5 cup,allgood,byo_bowl,protein
Curtis,Lunch,(11am-2:30pm),Roasted Sweet Potatoes,120,0.5 cup,allgood,byo_bowl,base
Curtis,Lunch,(11am-2:30pm),Honey Lemon Vinaigrette,150,1 floz,allgood,byo_bowl,sauce
Curtis,Lunch,(11am-2:30pm),Grilled Cheese Sandwich,230,1 each,grill,grill,addon
Curtis,Lunch,(11am-2:30pm),Roasted Red Pepper Grilled Cheese,270,1 serving,grill,grill,addon
Curtis,Lunch,(11am-2:30pm),Grilled Cheese Sandwich,360,,grill,grill,addon
Curtis,Lunch,(11am-2:30pm),Grilled Seasoned Chicken Breast,140,3 oz,grill,grill,entree
Curtis,Lunch,(11am-2:30pm),French Fries,210,0.5 cup,grill,grill,entree
Curtis,Lunch,(11am-2:30pm),Lentil Kofte,120,1 each,rooted,byo_bowl,protein
Curtis,Lunch,(11am-2:30pm),Middle-Eastern Roasted Carrots,110,0.5 cup,rooted,byo_bowl,veg
Curtis,Lunch,(11am-2:30pm),Turmeric Rice,130,0.5 cup,rooted,byo_bowl,base
Curtis,Lunch,(11am-2:30pm),Middle Eastern Tomato Sauce,25,2 floz,rooted,byo_bowl,sauce
Curtis,Lunch,(11am-2:30pm),Tomato Basil Soup,100,8 floz,the soup fix,soup,addon
Curtis,Lunch,(11am-2:30pm),Housemade Seasoned Croutons,150,1 oz,the soup fix,soup,entree
Curtis,Lunch,(11am-2:30pm),Sunflower Seeds,100,2 tbsp,the soup fix,soup,addon
Curtis,Lunch,(11am-2:30pm),Goldfish (R) Crackers,0,15 pieces,the soup fix,soup,entree
Curtis,Lunch,(11am-2:30pm),Cheese Pizza,230,1 slice,pizza,pizza,entree
Curtis,Lunch,(11am-2:30pm),Pepperoni Pizza,260,1 slice,pizza,pizza,entree
Curtis,Lunch,(11am-2:30pm),Plant Based Cauliflower Pizza Crust,510,1 each,pizza,pizza,entree
Curtis,Lunch,(11am-2:30pm),Primavera Pizza,220,1 slice,pizza,pizza,entree
Curtis,Lunch,(11am-2:30pm),Signature Chips,60,1.5 oz,deli specials,grill,entree
Curtis,Lunch,(11am-2:30pm),Tuna Salad Sandwich,570,1 each,deli specials,grill,entree
Curtis,Lunch,(11am-2:30pm),Deli Turkey,70,2 oz,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Deli Ham,80,2 oz,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Sliced Salami,0,3 slice,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Vegan Deli Turkey,0,2 oz,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Chicken Salad,270,0.5 cup,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Tuna Salad,300,4 oz,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Sliced Provolone Cheese,120,1 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Sliced Pepperjack Cheese,100,1 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Cheddar Cheese,60,1 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Vegan American Cheese Slices,50,1 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Baby Spinach,15,1 cup,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Bibb Lettuce,0,1 leaf,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Sliced Bell Peppers,10,1 oz,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Sliced Red Onions,15,1 oz,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Sliced Tomatoes,10,2 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Sliced Cucumber,10,0.5 cup,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Shredded Carrots,15,0.25 cup,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Sliced Black Olives,0,2 tbsp,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Banana Peppers,15,0.25 cup,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Avocado,100,0.25 cup,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Pesto Aioli,180,1 floz,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Dijon Mustard,15,1 tbsp,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Mayonnaise,100,1 tbsp,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Chipotle Mayo,190,2 tbsp,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Kosher Pickle Spears,5,3 each,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Bread & Butter Pickles,0,1 oz,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Whole Wheat Bread,80,,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),White Bread,150,1 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Ciabatta Roll,380,1 each,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Udi's GF Multigrain Bread,140,1 slice,deli,grill,addon
Curtis,Lunch,(11am-2:30pm),Flour Tortilla,290,1 each,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Spinach Wrap,340,1 each,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Wheat Wrap,290,1 each,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),Made without Gluten Tortilla,220,1 each,deli,grill,entree
Curtis,Lunch,(11am-2:30pm),White Rice,120,0.5 cup,rice bar,byo_bowl,base
Curtis,Lunch,(11am-2:30pm),Brown Rice,110,0.5 cup,rice bar,byo_bowl,base
Curtis,Lunch,(11am-2:30pm),Sesame Seeds,0,1 tbsp,rice bar,byo_bowl,extra
Curtis,Lunch,(11am-2:30pm),Tamari Soy Sauce,10,1 tbsp,rice bar,byo_bowl,sauce
Curtis,Lunch,(11am-2:30pm),Crushed Red Pepper Flakes,0,1 serving,rice bar,byo_bowl,veg
Curtis,Lunch,(11am-2:30pm),Sesame Oil,45,1 tsp,rice bar,byo_bowl,sauce
Curtis,Lunch,(11am-2:30pm),Sriracha Sauce,10,1 tsp,rice bar,byo_bowl,sauce
Curtis,Lunch,(11am-2:30pm),Field Greens,15,2 oz,produce market,byo_salad,base
Curtis,Lunch,(11am-2:30pm),Romaine Lettuce,15,1 cup,produce market,byo_salad,base
Curtis,Lunch,(11am-2:30pm),Grape Tomatoes,15,0.5 cup,produce market,byo_salad,veg_topping
Curtis,Lunch,(11am-2:30pm),Sliced Cucumber,10,0.5 cup,produce market,byo_salad,veg_topping
Curtis,Lunch,(11am-2:30pm),Shredded Carrots,15,0.25 cup,produce market,byo_salad,veg_topping
Curtis,Lunch,(11am-2:30pm),Diced Mixed Bell Peppers,10,0.25 cup,produce market,byo_salad,veg_topping
Curtis,Lunch,(11am-2:30pm),Cauliflower Florets,30,0.5 cup,produce market,byo_salad,veg_topping
Curtis,Lunch,(11am-2:30pm),Hard-Boiled Eggs,60,1 egg,produce market,byo_salad,dressing
Curtis,Lunch,(11am-2:30pm),Sliced Red Onions,15,1 oz,produce market,byo_salad,veg_topping
Curtis,Lunch,(11am-2:30pm),Edamame,110,0.5 cup,produce market,byo_salad,unknown
Curtis,Lunch,(11am-2:30pm),Shredded Cheddar Cheese,120,0.25 cup,produce market,byo_salad,extra
Curtis,Lunch,(11am-2:30pm),Feta Cheese Crumbles,90,2 tbsp,produce market,byo_salad,extra
Curtis,Lunch,(11am-2:30pm),Roasted Tofu,170,4 oz,produce market,byo_salad,protein
Curtis,Lunch,(11am-2:30pm),Diced Grilled Chicken,120,3 oz,produce market,byo_salad,protein
Curtis,Lunch,(11am-2:30pm),Scratchmade Ranch Dressing,150,28 g,produce market,byo_salad,dressing
Curtis,Lunch,(11am-2:30pm),Blue Cheese Dressing,60,2 tbsp,produce market,byo_salad,dressing
Curtis,Lunch,(11am-2:30pm),Italian Dressing,280,1 serving,produce market,byo_salad,dressing
Curtis,Lunch,(11am-2:30pm),Honey Mustard Dressing,130,2 floz,produce market,byo_salad,dressing
Curtis,Lunch,(11am-2:30pm),Orange Balsamic Vinaigrette,170,2 tbsp,produce market,byo_salad,dressing
Curtis,Lunch,(11am-2:30pm),Nonfat Plain Greek Yogurt,170,0.75 cup,fruit & yogurt bar,byo_breakfast,base
Curtis,Lunch,(11am-2:30pm),Nonfat Strawberry Greek Yogurt,180,1 cup,fruit & yogurt bar,byo_breakfast,base
Curtis,Lunch,(11am-2:30pm),Nonfat Vanilla Yogurt,100,0.5 cup,fruit & yogurt bar,byo_breakfast,base
Curtis,Lunch,(11am-2:30pm),Cottage Cheese,90,0.5 cup,fruit & yogurt bar,byo_breakfast,extra
Curtis,Lunch,(11am-2:30pm),Cantaloupe,30,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Lunch,(11am-2:30pm),Red Grapes,60,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Lunch,(11am-2:30pm),Green Grapes,60,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Lunch,(11am-2:30pm),Cinnamon Brown Sugar Granola,380,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Lunch,(11am-2:30pm),Golden Raisins,130,0.25 cup,fruit & yogurt bar,byo_breakfast,unknown
Curtis,Lunch,(11am-2:30pm),Dried Cranberries,70,2 tbsp,fruit & yogurt bar,byo_breakfast,unknown
Curtis,Lunch,(11am-2:30pm),Chia Seeds,70,1.5 tbsp,fruit & yogurt bar,byo_breakfast,extra
Curtis,Lunch,(11am-2:30pm),Chocolate Chip Cookies,180,1 each,bakery,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Oatmeal Raisin Cookie,230,1 each,bakery,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Smore's Brownie,570,1 each,bakery,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Lemon Curd Cake,520,1 slice,bakery,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Vanilla Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Chocolate Ice Cream,220,0.66 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Mocha Chip Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Strawberry Ice Cream,230,1 serving,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Campfire S'mores Ice Cream,340,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),M&M's Pieces,150,1 oz,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Oreo Cookie Crumbs,70,2 tbsp,velvet ice cream bar,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Graham Cracker Crumbs,30,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Pretzel Sticks,0,1 serving,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),White Chocolate Chips,80,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Chocolate Chips,100,2 tbsp,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Rainbow Sprinkles,50,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Mini Marshmallow,20,2 tbsp,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Chocolate Sauce,110,2 floz,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Caramel Syrup,0,,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Strawberry Syrup,60,,velvet ice cream bar,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Peach,10,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Lemonade,170,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Green Tea,0,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Unsweet Tea,0,12 floz,hydration station,dessert_beverage,dessert
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Hibiscus Rose,15,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Mandarin Cardamom,0,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Tractor Beverage Strawberry Dragonfruit,0,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Coke,0,12 floz,hydration station,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Sprite,0,12 floz,hydration station,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Diet Coke,0,12 floz,hydration station,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Fountain Beverage Dr Pepper,0,12 floz,hydration station,dessert_beverage,beverage
Curtis,Lunch,(11am-2:30pm),Starry,0,12 floz,hydration station,dessert_beverage,topping
Curtis,Lunch,(11am-2:30pm),Lemon-Lime Powerade,0,12 floz,hydration station,dessert_beverage,topping
Curtis,Light lunch,(2:30pm-4pm),Field Greens,15,2 oz,produce market,byo_salad,base
Curtis,Light lunch,(2:30pm-4pm),Romaine Lettuce,15,1 cup,produce market,byo_salad,base
Curtis,Light lunch,(2:30pm-4pm),Grape Tomatoes,15,0.5 cup,produce market,byo_salad,veg_topping
Curtis,Light lunch,(2:30pm-4pm),Sliced Cucumber,10,0.5 cup,produce market,byo_salad,veg_topping
Curtis,Light lunch,(2:30pm-4pm),Shredded Carrots,15,0.25 cup,produce market,byo_salad,veg_topping
Curtis,Light lunch,(2:30pm-4pm),Diced Mixed Bell Peppers,10,0.25 cup,produce market,byo_salad,veg_topping
Curtis,Light lunch,(2:30pm-4pm),Cauliflower Florets,30,0.5 cup,produce market,byo_salad,veg_topping
Curtis,Light lunch,(2:30pm-4pm),Hard-Boiled Eggs,60,1 egg,produce market,byo_salad,dressing
Curtis,Light lunch,(2:30pm-4pm),Sliced Red Onions,15,1 oz,produce market,byo_salad,veg_topping
Curtis,Light lunch,(2:30pm-4pm),Edamame,110,0.5 cup,produce market,byo_salad,unknown
Curtis,Light lunch,(2:30pm-4pm),Shredded Cheddar Cheese,120,0.25 cup,produce market,byo_salad,extra
Curtis,Light lunch,(2:30pm-4pm),Feta Cheese Crumbles,90,2 tbsp,produce market,byo_salad,extra
Curtis,Light lunch,(2:30pm-4pm),Roasted Tofu,170,4 oz,produce market,byo_salad,protein
Curtis,Light lunch,(2:30pm-4pm),Diced Grilled Chicken,120,3 oz,produce market,byo_salad,protein
Curtis,Light lunch,(2:30pm-4pm),Scratchmade Ranch Dressing,150,28 g,produce market,byo_salad,dressing
Curtis,Light lunch,(2:30pm-4pm),Blue Cheese Dressing,60,2 tbsp,produce market,byo_salad,dressing
Curtis,Light lunch,(2:30pm-4pm),Italian Dressing,280,1 serving,produce market,byo_salad,dressing
Curtis,Light lunch,(2:30pm-4pm),Honey Mustard Dressing,130,2 floz,produce market,byo_salad,dressing
Curtis,Light lunch,(2:30pm-4pm),Orange Balsamic Vinaigrette,170,2 tbsp,produce market,byo_salad,dressing
Curtis,Light lunch,(2:30pm-4pm),Tomato Basil Soup,100,8 floz,the soup fix,soup,addon
Curtis,Light lunch,(2:30pm-4pm),Housemade Seasoned Croutons,150,1 oz,the soup fix,soup,entree
Curtis,Light lunch,(2:30pm-4pm),Sunflower Seeds,100,2 tbsp,the soup fix,soup,addon
Curtis,Light lunch,(2:30pm-4pm),Goldfish (R) Crackers,0,15 pieces,the soup fix,soup,entree
Curtis,Light lunch,(2:30pm-4pm),Dried Cranberries,70,2 tbsp,the soup fix,soup,entree
Curtis,Light lunch,(2:30pm-4pm),Cheese Pizza,230,1 slice,pizza,pizza,entree
Curtis,Light lunch,(2:30pm-4pm),Pepperoni Pizza,260,1 slice,pizza,pizza,entree
Curtis,Light lunch,(2:30pm-4pm),Deli Turkey,70,2 oz,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Deli Ham,80,2 oz,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Sliced Salami,0,3 slice,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Vegan Deli Turkey,0,2 oz,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Chicken Salad,270,0.5 cup,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Tuna Salad,300,4 oz,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Sliced Provolone Cheese,120,1 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Sliced Pepperjack Cheese,100,1 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Cheddar Cheese,60,1 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Vegan American Cheese Slices,50,1 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Baby Spinach,15,1 cup,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Bibb Lettuce,0,1 leaf,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Sliced Bell Peppers,10,1 oz,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Sliced Red Onions,15,1 oz,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Sliced Tomatoes,10,2 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Sliced Cucumber,10,0.5 cup,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Shredded Carrots,15,0.25 cup,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Sliced Black Olives,0,2 tbsp,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Banana Peppers,15,0.25 cup,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Avocado,100,0.25 cup,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Pesto Aioli,180,1 floz,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Dijon Mustard,15,1 tbsp,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Mayonnaise,100,1 tbsp,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Chipotle Mayo,190,2 tbsp,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Kosher Pickle Spears,5,3 each,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Bread & Butter Pickles,0,1 oz,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Whole Wheat Bread,80,,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),White Bread,150,1 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Ciabatta Roll,380,1 each,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Udi's GF Multigrain Bread,140,1 slice,deli,grill,addon
Curtis,Light lunch,(2:30pm-4pm),Flour Tortilla,290,1 each,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Spinach Wrap,340,1 each,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Wheat Wrap,290,1 each,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Made without Gluten Tortilla,220,1 each,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Signature Chips,60,1.5 oz,deli,grill,entree
Curtis,Light lunch,(2:30pm-4pm),Vanilla Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Chocolate Ice Cream,220,0.66 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Mocha Chip Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Strawberry Ice Cream,230,1 serving,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Rocky Road Ice Cream,0,,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Pina Colada Ice Cream,10,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Campfire S'mores Ice Cream,340,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Curtis,Light lunch,(2:30pm-4pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar,dessert_beverage,dessert
